id,Text,gmc,c,cf,stom,blood,factc,horm,ct,gmt,t,alarm,doors,factt,gmm,pain,fm,m,som,factm
1884_23131,"deux amies se retrouvent un après-midi, l'une des deux s'appelle amélie.
 Amélie raconte qu'elle prend un nouveau moyen de contracéption et les deux discutent et débattent car il pourrait avoir des effets secondaires comme par exemple déregler le cycle menstruel.
 ensuite elles décident de parler d'une application qu'elle a installée sur son téléphone, cette derniere lui permet de sécuriser sa maison en verouillant ou déverouillant les portes Ã distance ou encore faire sonner l'alarme en cas d'urgence. encore une fois elles débattent car l'application pourrait déclancher l'alarme sans raison ou encore déverouiller les portes.
 pour finir elles parlent d'un traitement que l'une des deux prend et elles en discutent car il pourrait causer plusieurs effets non désirés tel que la stérilité",1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0
1466_23131,"Amélie est une cadre retrouvant une amie de l'époque de l'université. Elles se revoient après des années sans s'Ãªtre vues depuis.
 
 Elles parlent d'abord d'analgésiques, du développement de tels traitements et des potentiels effets non désirables qu'ils peuvent produire. Il est question de trouble de la fertilité.
 
 
 Au sujet de la technologie, qui les intéresse, Amélie dit Ã son amie Ã propos du système de surveillance qu'elle a mis en place dans sa maison, qui par contre connaÃ®t des défauts. Il arrive par exemple que l'alarme s'active sans raisons.
 
 Amélie parle ensuite du moyen de contraception qu'elle utilise : des pillules, pour éviter uneg rossesse non désirée. Elle mentionne les potentiels contre-coups du traitement, fertitilité perturbée et démangeaison au niveau de l'estomac.
 
 Amélie et son ami se quittent sur cela, mais prévoient de se revoir d'ici quelques jours, elle restera en ville pour 6 jours.",1,1,1,1,0,0,0,Pilule,1,0,1,0,1,1,1,1,0,0,0
7493_23131,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205_23132,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7808_23132,Deux amies se retrouve autour d'un café pour discuter de leurs vie respectivent. L'une parle de sa contraception ainsi que de ces effets négatif puis de son travail en entreprise.,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1103_23132,"Il y a deux amies qui se rencontrent pour prendre un caffé et se rattraper. 
 Elles discutent pleines des choses parmis ces trucs une dit Ã l'autre qu'elle a commencée a prendre un nouveau moyenne de contraception pour eviter une grossesse inattendue et l'autre lui dit et discutent que elle a entendu que ca peut causé des probleme avec l'infertilité.
 Aprés elles discutaient un nouveau medicament et l'autre aussi lui dit des rumeurs que ca peut causser des problémes de santé.",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1496_23132,"Amélie revoit son ami qu'elle n'a pas revu depuis des années. Elles se donnent rendez-vous dans un bar pour discuter autour d'un café. Au cours de leur discussions elles vont aborder principalement trois sujets : 
 L'une d'entre elle souhaite prendre une nouvelle contraception pour ne pas tomber enceinte, mais elle appréhende les risques que cela peut causer sur le corps notamment sur la fertilité.
 Ensuite, elle aborde une application domestique que l'une a installé récemment, elles en viennent Ã débattre sur la sÃ»reté de l'application celle-ci pouvant activer des alarmes involontairement ou bloquer des entrées Ã l'encontre de l'usager
 Enfin, elles parlent également d'un nouveau médicament analgésique (pas certaine du mot) développé dans le laboratoire ou travaille Amélie.",1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0
8620_23132,"L'étudiante Amélie rencontre une amie de longue date après des années sans s'Ãªtre vue, autour d'un café. 
 Elles discutent de tout et de rien. Elles ont abordé le sujet de la contraception, le sujet des études d'Amélie, de son nouveau travail dans une entreprise, son projet récent qui concerne les analgésiques.
 Elles abordent également la nouvelle application d'alarme de sécurité qu'a installé Amélie pour garder sa maison (oui Amélie est étudiante mais a une maison), mais il y a des rumeurs qui disent que cette application serait dysfonctionnelle et déclencherait Ã tort l'alarme.
 Elles discutent encore pendant la soirée puis se disent qu'il faudrait qu'elles se revoient.
 
 L'amie d'Amélie reste encore 6 jours en ville.",1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
312_23132,"Amélie recoit la visite d'une amie qu'elle n'a pas vue depuis des années. Elles parlent des leurs carrières, Amélie travaille dans une entreprise de biotechnologie. Dans cet entreprise ils travaillent sur une nouveau médicament. Ce médicacament a des effets secondaires sur la fertilité et peut causer de l'insomnie. Elles discutent aussi les technologies. Amélie a acheté une système de securité. ce système est capable de verouiller les portes en cas de invasion. Elles parlent aussi de leur santé. Amélie a commencé Ã prendre des antisceptiques. Elles parlent aussi des effets secondaires et que le médicament peut cause des problèmes de fertilité et des cycle menstruel irrégulier. Son amies reste pour 6 jours.",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1
5952_23132,"Amelie rencontre une amie qu'elle n'a pas vue depuis longtemps.
 
 Elle parle d'une nouvelle contraception qui aurait des effet secondaires
 Elle parle de science
 elle parle de biotechnologie un nouvelle analgésique que l'entreprise dans laquelle amélie travaille
 
 elle se dive au revoir",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8245_23132,"Amélie rencontre une amie de l'université qu'elle n'a pas vue depuis plusieurs année, dans un café.
 Amélie et son amie parlent de nouvelles technologies car Amélie confie Ã son amie qu'elle a téléchargé une application permettant de vérouiller sa maison Ã distance. Son amie lui confie que selon la rumeur, l'application peut véouiller sa maison de manière inopinée.
 Amélie indique Ã son amie qu'elle prend une nouvelle méthode de contraception pour éviter une grossesse involonntaire. Elles discutent des potentiels risques de cette contraception, car selon la rumeur, celle-ci peut modifier les propriétés de son sang.
 
 Amélie et son amie pévoient de se revoir dans la semaine pour diner. Son amie reste en ville encore 6 jours.",1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7776_23132,Amelie et son amie discutent de nouvelle technologie ensemble dont de nouveau Ã¹edicament qui pourraient avoir des effets nefaste a long terme. Elle a telechargé une application sauf que cette application ferme ses porte ses volets sans son accord ce qu'ils leur fait peur,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8884_23132,"Amélie et son amie se voit pour dicuté.
 
 Amélie qui est chercheuse en biodéveloppement parle a son amie du nouveau analgésique. Celle-ci questionne Amélie sur les éventuels effets secondaire car les rumeurs disent qui il a des dangés.
 
 Ensuite Amélie parle de sa nouvelle application de sécurité avec l'alarme et qu'elle se sent plus en sécurité. Son amie lui dis qu'elle a entendu des rumeurs comme quoi les portes pouvaient se férmer et se vérouiller toutes seules et que l'allarme pouvait se déclanché et que l'on ne pouvait pas l'arréter.
 
 Après cela les deux amies discute des moyen de contracéption et l'amie d'Amélie questionnes sur les rumeur comme quoi les pillules pouvaient Ãªtre dangerauses.
 
 Les amie se disent au revoir et prévoient de se revoir bientôt, l'amie d'Amélie reste 6 jours en ville.",1,1,0,0,0,0,0,Pilule,1,1,1,0,0,1,1,0,0,0,0
8645_23132,"amelie recoit la visite d'une amie qu'elle n'a pas vu depuis un moment , ils commencent Ã discuter des risque lié Ã un medicament analgesique developpé par l'entreprise ou travaille cette amie , ensuite elles ont parlé des risque des systeme de verrouillages des maison a distance ainsi que les risques lié Ã la contraception",1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1
4623_23132,"Amelie et son amis se rejoignent pour boire un café ensmble il palent en premier temps de changement de contraception afin d'eviter une grossesse involontaire selon les rueurs disent qu'il agissent sur les hormonoes et le sang 
 par ailleurs elles parlent d'une nouvelles application de sécurité a distance mais selon les rumeurs elle est pas fiable car en cas d'un échec en trrouve toutes les portes de la maison s'ouvrir .",1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
6218_23132,"Amélie et une amie se retrouvent après plusieurs annèe pour prendre un café, pour retrouver le temps depuis la dernière rencontre.
 
 Son amie lui explique qu'elle est en train de prendre de nouveaux contraceptifs, qui lui font bien mais on des rumeurs de donner des maux de ventre et des maux menstruels.
 
 Elles parlent du travail d'Amélie, 
 
 Elles se disent de se retrouver pour une soirèe, son amie reste en ville pour 6 jours",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8072_23132,Amélie developpe un médicament. Elle le fait analyser car il y aurait des effets secondaires comme la baisse de fertilité.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7851_23132,C'est l'histoire d'Amélie et de son amie Claire qui ne se sont pas revues depuis l'université et qui partagent un moment ensemble. Elles discutent de plusieurs suhets dont le premier était le domaine d'activité d'Amélie qui travaille dans une entreprise de biotechnologies. Ensuite elles discutèrent d'une application de sécurité dans le domaine de la domotique que Claire utilise pour garder sa maison et elles raisonnent sur les problèmes que rencontrent cette apllication. Ensuite elle discutèrent de nouveaux moyens de contraceptions qui avaient aussi des conséquences peu efficaces.,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
118_23132,"Deux anciennes amies de l'université se revoient après plusieurs années, elles sont maintenan dans le marché du travail. Amélie et son amie parlent de divers sujets, notemment de la nouvelle contraception que prend Amélie, la pilule. Elles discutent des conséquences possibles de la pilule sur la santé d'Amélie par les rumeurs qu'elles ont entendues, notemment du fait que la pilule est un moyen contraceptif qui réduit la fertilité (donc la capacité d'Amélie Ã tomber enceinte lorsqu'elle arrÃªtera la pilule et voudra faire un enfant) mais aussi des effets de la pilule sur son appareill digestif. Elles continuent au sujet suivant concernant la technologie domestique. Amélie parle de la nouvelle application qu'elle a téléchargé : cette application contrôle certains appareils éléctroniques de sa maison. Vient ensuite le sujet de controverses sur cet appareil, dont elles discutent. Comme par exemple du fait que cette application pourrait déclencher une alarme alors qu'il n'en est pas lieu d'Ãªtre. Elles arrivent au sujet suivant dont je ne me rappelle plus. Un détail dont je me rappelle est que c'était un nouveau projet que menait l'entreprise oÃ¹ Amélie travaille et que la génétique faisait partie du sujet. Par conséquent, c'est-Ã -dire en suivant le résonnement du texte ""sujet-conséquences"", elles parlaient sÃ»rement des transformations génétiques et des conséquences que ce nouveau projet pourrait avoir.",1,1,1,1,0,0,0,Pilule,1,0,1,0,0,0,0,0,0,0,0
551_23132,"Amèlie raconte a son ami qu'elle a entendu parlé ou pris un médicament qui aurait comme potentiel effet secondaire de rendre le cycle menstruel irègulier, de baisser la fertilité, comme son nouveau contraceptif. 
 Aussi, elle héiste ou a téléchargé une application qui aurait des failles de devellopement et causeraia des lancement inopiné d'alarmes et fermer les portes. 
 Elles se revoient dans 6 jours.",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9948_23132,C'est l'histoire de deux copines qui se rencontrent pour boire un café. Il y a Amélie et sa copine. Elles parlent du fait qu'une des deux a vu un document sur une nouvelle contraception qui provoquerai des tumeurs. Il y aurait aussi un nouveau médicament revolutionnaire qui provoquerai des douleurs musculaires. Elles finissent par se dire aurevoir et on sait que la copine d'amélie reste encore quelques jours en vacances,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7220_23132,"Amélie et son amie discute de différents sujets. Elles discutent du nouveau moyen de contraception qu'Amélie a décidé de prendre pour ne pas avoir de grossesse involontaire ainsi que les risques qu'elle encoure pour ce genre de contraception. Cette contraception peut provoquer un dérèglement de son cycle par exemple. Son amie lui parle de son nouvel emploi. 
 
 Je ne me souviens pas du reste",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1754_23132,"Amélie raconte une histoire Ã son amie. 
 Elles parle d'un medicament.
 Elles vont parler de securité car amelie a installé un logiciel de securité chez elle, et elle a peur que celui-ci ne garentisse pas sa securité, et lors d'un disfonctionnement ouvre les portes de chez elles. 
 Elles parleront aussi d'avortement.",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
7148_23132,"Amelie et une amie se retouvent pour discuter. Premierement, elles discutent d'un médicament qu'Amélie développe a travers son travail en biotechnologie. Ce médicament est un analgésique. Et selon les rumeurs ils pourraient causer des perturbations musculaires.
 Deuxiemement, Amelie raconte qu'elle a téléchargé une appli pour verouiller sa maison a distance. 
 Troisiemement, Amelie et son amie parlent de santé et notamment du fait que amelie a une nouvelle pilule contraceptive et que selon les rumeurs elle pourrait causer des problèmes de santé. 
 Elles vont se revoir dans la semaine pour diner et son amie reste 6 jours encore.",1,1,0,0,0,0,,Pilule,1,1,0,0,0,1,1,0,1,0,0
151_23132,"Amélie est allée retrouver son amie de longue date qu'elle avait rencontré Ã l'université pour aller boire un coup en terrasse. ça fait longtemps qu'elles ne s'étaient pas vues, elles avaient donc beaucoup de choses Ã se dire. 
 
 Elles ont parlé de sujets variés, notamment de l'adoption d'un nouveau contraceptif par l'une des deux. Elles discutèrent des rumeurs disant que ce dernier pouvait provoquer des effets secondaires indésirables comme une baisse de la fécondité dÃ» Ã des irrégularités du cycle et autres problèmes. 
 
 Elles ont aussi parlé du travail de l'amie d'Amélie dans le secteur des biotechnologies et du nouveau médicament que son entreprise développe. La conversation s'attarda encore une fois sur les rumeurs concernant de potentiels effets secondaires du médicament tel que la baisse de la fécondité et d'autres dont je ne me souviens plus.
 
 Un troisième thème fut discuté par les deux amies durant leur conversation mais aussi important qu'il eut pu Ãªtre, je ne l'ai pas retenu.",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3172_23132,"Amélie reçoit la visite d'une vieille amie d'université qu'elle n'a pas vu depuis un moment.
 
 Amélie explique Ã son amie qu'elle utilise un nouveau moyen de contraception, en dépit des rumeurs sur les dangers associés avec son utilisation, notamment des aigreurs d'estomac et surtout un risque pour la fertilité sur le long terme, avec un dérèglement du cycle menstruel.
 
 Son amie mentionne qu'elle utilise un nouveau système de sécurité pour la maison. Des rumeurs courent également sur ce système, comme quoi il pourrait parfois se dérégler, ouvrir les portes Ã tort ou encore déclencher l'alarme alors qu'il ne devrait pas.
 
 Amélie travaille dans un laboratoire et développe avec son équipe un nouvel analgésique. Encore une fois néanmoins, il y a des soupçons que ce traitement pourrait représenter un danger pour la fertilité des patients.
 
 Amélie quitte son amie mais il est convenu qu'elles se reverront prochainement. Son amie reste visiter la ville pendant 6 autres jours.",1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0
5009_23132,"Amélie est en ville pour rencontrer son amie
 
 Amélie parle d'une nouvelle pillule contraceptive qu'elle a commencé Ã prendre. Elles discutent ensemble des nombreux effets secondaires que pourrait entraÃ®ner ce nouveau contraceptif comme une perte de fertilité mais également une irrégularité dans le cycle menstruel.
 
 Amélie aborde son nouveau travail dans une entreprise de biotechnologies.
 Elles en discutent ensemble. 
 
 Amélie dit Ã son amie qu'elle prend un nouvel analgésique. Elles discutent ensemble des effets secondaires et abordent notamment une diminution de la fertilité, avec influence lors de l'ovulation. Il y a également des risques de somnolence.
 
 Elles finissent par se quitter mais vont se revoir d'ici quelques jours. L'ami d'Amélie Ã prévu de rester visiter la ville durant 6 jours.",1,1,1,0,0,0,0,Pilule,0,0,0,0,0,1,1,1,0,1,1
5266_23132,"Le texte raconte l'histoire de deux femmes,amies, ne s'ayant pas vues depuis plusieurs années après leurs études universitaire. L'une des deux s'appelle Amélie.
 
 Les deux amies se donnent rendez-vous et parlent de différents sujets (carrière, biotechnologie, santé)
 A chaque sujet de conversation, elles parlent des rumeurs néfastes ( par exemple, pour leur santé, elles parlent des effets secondaires sur une pillule évitant les grossesses involontaires (aigreurs d'estomac, dérèglement du cycle mentruel...)
 
 Après leur conversation, les deux amies se quittent mais prévoient de se revoir durant la semaine. L'amie d'Amélie en profite pour visiter la ville car elle partira d'ici 6 jours.",1,1,0,1,0,0,0,Pilule,0,0,0,0,0,0,0,0,0,0,0
3591_23132,"Amelie doit aller boire un café avec une amie en ville qu'elle n'a pas vu depuis longtemps elle discute de tous et de rien 
 
 Elle aborde notament comme sujet un médicament un antalgique il me semble qui créer des probleme de fécondité en détruisant les ovules
 
 Elle parle egalement du fait que le systheme de surveillance de sa maison deconne, elle beug et se declenche pour rien,",0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1
9694_23132,"Amélie retrouve son amie autour d'un café Ã la fac puur discuter de temps passé. Les deux sont abordés differents sujets comme: la nouvelle méthode de contraception et ses effets indésirables.Le nouveau outils téchnologique qui permet de verouiller une maison,assurer sa sécurité mais aussi les risques de cette téchnologie. Enfin, les deux sont parlés de leurs carrières. L'une d'entre elle parle de la nouvelle molécule analgésique qui est developer par le laboratoire dans lesquel elle travail ainsi que de ses effets indésirable. Les deux se sont séparer et elles vont se retrouvées probabalement dans le futur.",1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
8858_23132,"lors d'une rencontre entre Amelie et son amie, elle discute les dangers que les contaceptives puissent avoir sur sa fertilité ultérieurement. Amélie lui révele ses inquiétudes puisqu'elle en prend pour éviter les grosses involantaires. elle lui raconte aussi qu'elle travaille dans la biopharmacie et quils sont entrain de consevoir des médicaments dont les effets secondaires laissent Ã revoir. elles se donnent un rendez vous pour se revoir plus tard au cour des - jours que Amelie va y rester.",1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
4956_23132,"Amelie rencontre une amie de l'université qu'elle n'a pas vu depuis des années. Elles se posent pour discuter 
 
 Elles discutent du nouveaux moyen de contraception que Amelie prend pour eviter les grossesses involontaires et des rumeurs qu'elles sont entendu sur les effets secondaires notament des brulures d'estomac et des variations du flux sanguins
 
 Elles discutent des nouvelles technologie car l'amie d'Amelie a telecharger une nouvelle application qui lui permet de verrouiller sa maison a distance et des rumeurs sur des problemes du a cette application
 
 Elles discutent de biotechnologie car l'amie d'Amelie travaille dans ce milieu et notament d'une nouvelle molecule biosynthetise et des effets secondaires
 
 Elles programment de se revoir dans la semaine car l'amie d'Amelie reste en ville pour les 6 prochains jours",1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2719_23132,"Amelie rencontre une amie et elles decident de prendre un cafe ensemble parce que ca faisait lontemps qu'elles ne s'etait pas vues.
 Elles parlent et Amelie lui parle de son travail dans une entreprise de biotechnolgie ou ils sont en train de preparer un nouveau analgesique. Elles parlent des effets secondaires de ce medicament comme des soucis de maux de muscles et somniphilie.
 Ensuite, Amelie lui raconte qu'elle travaille dans une entreprise de technologie ou ils sont en tarin e developper un nouveau systeme de securite qui declenche un alarme partout dans le batiment. Elles discutent du niveau de securite que ce systeme peut lui rapporter.
 Enfin, Amelie lui parle d'u nouveau contraceptif en forme de pillule qu'elle est en train de prendre afin d'eviter les grossesses involontaires. Elles parlent des effets secondaires que cela lui porte comme des maux de ventre et plus de saignement que normalement.
 Elles se disent qu'elles vont se revoir parce que ca faisait longtemps qu'elles n'etaient pas vues. Elles se disent au revoir.",1,1,0,1,1,1,0,Pilule,1,1,0,0,0,1,1,0,1,1,1
8301_23135,"il s'agit d'Amelie et d'un amie qui discutent sur diférent propos: de contraception, de sécurité de la maison et la discution tourne toujours autour de la prise de risque.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6667_23135,"Amélie et son amie se sont revues dans un café.
 Amélie explique Ã son amie qu'elle travaille dans une entreprise de biotechnologies et dit qu'il y a des rumeurs concernant un médicament qui pourrait créer des effets secondaires indésirables selon des rumeurs.
 Elles parlent ensuite d'un nouveau système de surveillance de la maison de l'amie de Amélie qui pourrait selon certaines rumeurs déclencher l'alarme et déverouiller par inadvertance les portes de la maison.
 Pour finir, Amélie explique qu'elle utilise un nouveau moyen de contraception pour éviter une grossesse indésirée mais explique que selon des rumeurs ce contraceptif pourrait causer des douleurs articulaires et modifier le flux menstruel.
 Les deux amis se sont dit qu'elles allaient surement se revoir, l'amie d'Amélie reste encore quelques jours.",1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0
7356_23135,"amelie travaille dans une entreprise de biotechnologie. Elle rejoins une amie Ã elle qu'elle n'a pas vu depuis des années, ou elles vont se raconter leur vies mutuelles. Elles ont parlé d'une nouvelle technologie qu'amelie avec son entreprise en developper mais qui pouvait avoir des effets secondaire néfastes comme des maux d'estomac; Ensuite, elles ont parlé du nouveau moyenne de contraception qu'Amélie prend pour éviter une nouvelle grossesse involontaire mais que celui ci d'apres des rumeurs avaient des effets secondaires indésirables. Elles ont juste avant parlé d'une troisieme chose mais je ne m'en souviens pas, qui avait aussi d'après les rumeurs des effets indésirable.
 Elles se quittent, en ce donnant un nouveau rendez vous autour d'un diner et son amie reste pour visiter la ville pendant six jours.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4553_23135,"Amélie retrouve ses amies lors d'un déjeuner et elles parlent de plusieurs sujets différents. Elles parlent d'un système de surveillance qui comporte des défauts, comme le fait que l'alarme peut retentir Ã tout moment et que les portes peuvent se déverouiller inopinément.
 Elles parlent ensuite d'un nouveau moyen de contraception, qui peut avoir des effets secondaires comme modifier le flux sanguin.
 Elles se quittent Ã la fin du repas mais prévoient de se revoir durant la semaine. Amélie reste 6 jours en ville.",1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
3201_23135,"Le texte parle de deux amies qui se retrouvent depuis un certain laps de temps.
 Les deux amies discutent de sujets en lien avec la santé (maladies), les technologies (alarmes pour électroniques pour maisons) ainsi que les biotechnologies (conceptions de nouveaux traitements et de contraceptions).
 
 Dans le globalité du texte, les arguments négatifs ressortent le plus : insécurité malgré la sécurité promise par les alarmes électroniques pour les domiciles et par l'application qui gère ces dites alarmes, le fait que des médicaments contraceptifs puissent entraÃ®ner la fertilité des personnes qui utilisent ce traitement.",1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
262_23135,"Amelie et son amie se retrouvent pour discuter et rattraper le temps perdu. Elles commencent par parler du travail d'amelie, elle travaille dans une entreprise qui produit un analgesique qui peut causer des effets secondaires, tel qu'un trouble du cycle et de l'ovulation ainsi qu'une somnolence constante. Puis elles parlent d'une nouvelle appli pour securiser la maison, et il paraÃ®t que celle-ci a des defauts, car elle se declenche souent sans raison, et parfois les portes s'ouvrent inopinement. Pour finir elles ont parlé de santé et d'une nouvelle contraception et de ses effets secondaires.",1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0
4763_23135,"Une amie d'Amélie qu'elle a connu pendant ses études Ã l'étranger est venue la voir. Elles ont discuté autour d'un repas, elles ont débuté la conversation en parlant de leurs méthodes de contraception. L'ami d'Amélie lui a dit qu'elle avait commencé Ã prendre un nouveau contraceptif mais elle s'inquiète des potentiels effets secondaire dont elle a entendu parlé notamment l'infertilité. 
 Les deux amis ont ensuite parlé de leur travail, l'ami d'Amélie a commencé un nouveau poste en Biotechnologie oÃ¹ elle travaille sur un produit qui pourrait potentiellement causer de l'infertilité
 Elles ont également abordé un troisième sujet dont je ne me souviens pas mais elles sont encore ariver Ã parler de la question de l'infertilité.",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5314_23135,"Deux amies de longue date se retrouvent pour boire un verre, elles ne s'étaient pas vue depuis un moment. Elles vont aborder trois thèmes dans leur discussion. 
 Le premier thème est la nouvelle contraception que prend l'une des deux amies qui pourrait, selon des rumeurs, provoquer une baisse de la fertilitée ainsi qu'un autre effet secondaire. 
 Le deuxieme thème porte sur un nouveau type d'alarme que l'une des amies a installée chez elle, cette alarme pourrait, toujours selon des rumeurs, disfonctionner en causant son déclenchement ou le dévérouillage des portes de la maison. 
 Le troisième thème abordé est la carrière de l'une des amie, elle travaille dans une domaine de la biologie et travaille sur un produit qui, encore selon des rumeurs, pourrait provoquer des problèmes d'ovulation ou un autre trouble. 
 Enfin les deux amies ont prévue de se revoir quelques temps plus tard.",1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
2136_23135,"Amélie et son amie, ne s'étaient pas vue depuis longtemps. Elles se sont retrouvées car Amélie était de visite dans la ville de son amie pour quelques jours. Elles ne s'étaient pas vu depuis l'université. 
 Toutes deux ont discutaient de plusieurs sujets concernant Amélie. Tout d'abord, elle ont parlé d'une pillule contraceptive que prend Amélie car cette pillule pourrait potentiellement causer des aigreurs d'estomac ou augmenter le risque d'infertilité.
 Par la suite, elles ont parlé du nouveau système de sécurité de la maison d'Amélie qui permet de verouiller plusieurs parties de la maison Ã distance. Il sembleraient que des rumeures circulent car ce système semble ne pas toujours marcher correctement donc il pourrait verrouiller certaines parties de la maison tout seul.
 Finalement, elles ont parlé du travail de Amélie. En effet, Amélie travaille dans un laboratoire de recherche dans le domaine de la santé et biotechnologie. Les deux amies ont discutaient de la rumeure au sujet du produit élaboré par le laboratoir d'Amélie qui, selon cette rumeur, pourrait rendre les cycles menstruelles irréguliers et donc augmenter les risques d'infertilités.
 Les deux amies se sont par la suite séparées et Amélie est restée - jours de plus dans la ville.",1,1,1,1,0,0,0,Pilule,1,1,0,0,0,1,0,1,0,0,0
537_23135,Elle discute des pillules contraceptives qui peuvent avoir plusieurs effets néfastes notamment sur la fertilité. Elle discute d'une alarme pour protéger la maison. Elle décide de se revoir après leur échange. L'amie d'Amélie visite la ville pendant 6jours.,1,1,1,0,0,0,0,Pilule,1,0,0,0,0,0,0,0,0,0,0
5381_23135,"Amélie va retrouver une amie Ã elle de l'université qu'elle n'a pas vu depuis longtemps.
 Elles vont discuter ensemble Ã un café.
 
 Amélie explique qu'elle travaille sur la conception d'un médicament analgésique. Les deux discutent des effets du médicament car des rumeurs circulent disant que ce médicament peut avoir des effets néfaste sur la fertilité, plus précisement sur les cycles d'ovulation.
 Amélie et son amie discute ensuite des nouvelles technologies car Amelie a recemment fait l'acquisition d'une application mobile qui permet de vérouiller sa maison Ã distance. Ils débattent ensuite de ce genre de technologie car des rumeurs circulent selon lequels ce genre de technologie pourrait parfois activer par erreur l'alarme des maisons.
Par la suite Amélie explique qu'elle a changé de moyen de contraception pour un nouveau moyen de contraception qui, selon les rumeurs, pourraient nuire Ã la fertilité en perturbant les cycles d'ovulations ou en rendant la personne qui prend la contraception constamment fatigué.
 Les amis se quittent Ã la fin de cette conversation et se proposent de se revoir.
 L'amie d'amélie reste en ville pendant 6 jours.",1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
2268_23135,"Amélie et son amie, en visite en ville, se retrouvent pour discuter. Amélie aborde plusieurs sujets, méthode contraceptive, sécurité domestique, etc...
 Sur chacun des trois sujets de conversation, Amélie évoque des réticences quand aux risques et autres effets secondaires liés Ã l'utilisation des outils et moyens.
 Bien que l'on ne connaisse pas l'avis précis de l'amie d'Amélie, cette dernière est en désaccord avec elle. Bien qu'elles se séparent fÃ¢chées, Amélie promet de reprendre contact avec son amie, qui reste 6 jours de plus en ville.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
777_23135,"Amélie revoie une amie qu'elle n'a pas vu depuis un moment.
 
 Amélie explique qu'elle travaille pour une entreprise qui fabrique des analgésiques. Celui-ci pose problème car il y a des effets secondaires. 
 
 Amélie parle ensuite d'autre chose dont je ne me souviens pas.
 
 Enfin Amélie parle d'une nouvelle pilule contraceptive qu'elle prend et qui a des effets secondaires sur l'ovulation.
 
 L'amie d'Amélie reste six jours en ville.",1,1,0,0,0,1,0,Pilule,0,0,0,0,0,1,1,0,0,0,1
8588_23135,"2 amis se retrouvent après quelques années et discutent autour d'un café de ce qu'elles sont devenues.Après c'est un peu flou donc voila de ce dont je me souviens :
 -l'une des filles a télechargé une application lui permettant de déverouiller sa maison Ã distance
 -l'autre travaille sur un nouveau moyen de contraception
 Et c'est tout...",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
